Recorder,Serial numb,Site (text),Site Depth(m),Surface-Bottom,Log Depth(m),Latitude,Longitude,Year,Month,Day,Date ,Time,Temp(°C),Salinity(psu),Conduct(mS/cm),Sound Velocity(m/sec),
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,25,2022-04-25,12:00:00 AM,0.48,11.32,10.44,1419.51,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,25,2022-04-25,12:30:00 AM,0.48,11.31,10.43,1419.5,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,25,2022-04-25,1:00:00 AM,0.48,11.25,10.38,1419.42,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,25,2022-04-25,1:30:00 AM,0.39,11.24,10.34,1419.02,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,25,2022-04-25,2:00:00 AM,0.35,11.24,10.33,1418.82,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,25,2022-04-25,2:30:00 AM,0.23,11.17,10.23,1418.14,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,25,2022-04-25,3:00:00 AM,0.15,11.13,10.18,1417.71,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,25,2022-04-25,3:30:00 AM,0.15,11.12,10.17,1417.7,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,25,2022-04-25,4:00:00 AM,0.15,11.14,10.18,1417.72,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,25,2022-04-25,4:30:00 AM,0.15,11.15,10.19,1417.73,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,25,2022-04-25,5:00:00 AM,0.15,11.16,10.2,1417.75,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,25,2022-04-25,5:30:00 AM,0.19,11.14,10.2,1417.91,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,25,2022-04-25,6:00:00 AM,0.19,11.16,10.21,1417.94,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,25,2022-04-25,6:30:00 AM,0.27,11.17,10.25,1418.35,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,25,2022-04-25,7:00:00 AM,0.35,11.22,10.32,1418.81,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,25,2022-04-25,7:30:00 AM,0.39,11.25,10.35,1419.03,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,25,2022-04-25,8:00:00 AM,0.48,11.27,10.4,1419.45,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,25,2022-04-25,8:30:00 AM,0.52,11.27,10.41,1419.64,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,25,2022-04-25,9:00:00 AM,0.52,11.28,10.42,1419.65,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,25,2022-04-25,9:30:00 AM,0.56,11.28,10.44,1419.85,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,25,2022-04-25,10:00:00 AM,0.56,11.31,10.46,1419.88,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,25,2022-04-25,10:30:00 AM,0.56,11.32,10.47,1419.9,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,25,2022-04-25,11:00:00 AM,0.6,11.33,10.49,1420.1,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,25,2022-04-25,11:30:00 AM,0.64,11.34,10.51,1420.32,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,25,2022-04-25,12:00:00 PM,0.68,11.36,10.54,1420.53,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,25,2022-04-25,12:30:00 PM,0.72,11.3,10.5,1420.64,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,25,2022-04-25,1:00:00 PM,0.92,11.3,10.57,1421.59,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,25,2022-04-25,1:30:00 PM,1.04,11.37,10.66,1422.24,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,25,2022-04-25,2:00:00 PM,1.04,11.36,10.65,1422.23,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,25,2022-04-25,2:30:00 PM,0.84,11.33,10.57,1421.25,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,25,2022-04-25,3:00:00 PM,0.8,11.33,10.55,1421.06,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,25,2022-04-25,3:30:00 PM,0.8,11.33,10.55,1421.06,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,25,2022-04-25,4:00:00 PM,0.8,11.34,10.56,1421.07,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,25,2022-04-25,4:30:00 PM,0.76,11.32,10.53,1420.85,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,25,2022-04-25,5:00:00 PM,0.76,11.31,10.52,1420.85,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,25,2022-04-25,5:30:00 PM,0.76,11.3,10.51,1420.83,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,25,2022-04-25,6:00:00 PM,0.8,11.31,10.53,1421.03,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,25,2022-04-25,6:30:00 PM,0.84,11.29,10.53,1421.19,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,25,2022-04-25,7:00:00 PM,0.84,11.29,10.53,1421.2,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,25,2022-04-25,7:30:00 PM,0.88,11.29,10.54,1421.38,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,25,2022-04-25,8:00:00 PM,0.88,11.31,10.56,1421.41,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,25,2022-04-25,8:30:00 PM,0.92,11.32,10.58,1421.62,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,25,2022-04-25,9:00:00 PM,0.96,11.33,10.6,1421.82,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,25,2022-04-25,9:30:00 PM,1,11.34,10.62,1422.02,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,25,2022-04-25,10:00:00 PM,1.08,11.34,10.65,1422.4,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,25,2022-04-25,10:30:00 PM,1.23,11.38,10.73,1423.19,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,25,2022-04-25,11:00:00 PM,1.59,11.43,10.89,1424.92,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,25,2022-04-25,11:30:00 PM,1.86,11.44,10.99,1426.21,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,26,2022-04-26,12:00:00 AM,1.9,11.46,11.02,1426.41,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,26,2022-04-26,12:30:00 AM,1.94,11.45,11.02,1426.59,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,26,2022-04-26,1:00:00 AM,1.94,11.45,11.03,1426.59,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,26,2022-04-26,1:30:00 AM,1.94,11.45,11.03,1426.59,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,26,2022-04-26,2:00:00 AM,1.94,11.47,11.04,1426.61,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,26,2022-04-26,2:30:00 AM,1.94,11.46,11.03,1426.6,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,26,2022-04-26,3:00:00 AM,1.94,11.47,11.04,1426.61,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,26,2022-04-26,3:30:00 AM,1.98,11.45,11.04,1426.77,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,26,2022-04-26,4:00:00 AM,1.98,11.46,11.05,1426.78,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,26,2022-04-26,4:30:00 AM,1.98,11.47,11.05,1426.79,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,26,2022-04-26,5:00:00 AM,1.98,11.47,11.05,1426.79,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,26,2022-04-26,5:30:00 AM,1.98,11.47,11.06,1426.8,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,26,2022-04-26,6:00:00 AM,2.02,11.46,11.06,1426.96,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,26,2022-04-26,6:30:00 AM,2.02,11.47,11.06,1426.97,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,26,2022-04-26,7:00:00 AM,2.06,11.47,11.07,1427.15,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,26,2022-04-26,7:30:00 AM,2.06,11.47,11.08,1427.15,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,26,2022-04-26,8:00:00 AM,2.06,11.47,11.08,1427.15,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,26,2022-04-26,8:30:00 AM,2.1,11.46,11.08,1427.32,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,26,2022-04-26,9:00:00 AM,2.1,11.46,11.09,1427.32,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,26,2022-04-26,9:30:00 AM,2.1,11.47,11.09,1427.33,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,26,2022-04-26,10:00:00 AM,2.14,11.46,11.09,1427.49,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,26,2022-04-26,10:30:00 AM,2.17,11.46,11.11,1427.67,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,26,2022-04-26,11:00:00 AM,2.21,11.46,11.12,1427.85,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,26,2022-04-26,11:30:00 AM,2.25,11.46,11.14,1428.03,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,26,2022-04-26,12:00:00 PM,2.29,11.47,11.15,1428.22,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,26,2022-04-26,12:30:00 PM,2.33,11.47,11.16,1428.39,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,26,2022-04-26,1:00:00 PM,2.33,11.47,11.17,1428.4,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,26,2022-04-26,1:30:00 PM,2.37,11.47,11.18,1428.57,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,26,2022-04-26,2:00:00 PM,2.37,11.46,11.17,1428.57,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,26,2022-04-26,2:30:00 PM,2.37,11.47,11.18,1428.57,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,26,2022-04-26,3:00:00 PM,2.37,11.47,11.18,1428.57,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,26,2022-04-26,3:30:00 PM,2.29,11.46,11.15,1428.21,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,26,2022-04-26,4:00:00 PM,2.21,11.47,11.12,1427.86,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,26,2022-04-26,4:30:00 PM,2.17,11.48,11.12,1427.69,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,26,2022-04-26,5:00:00 PM,2.17,11.47,11.12,1427.69,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,26,2022-04-26,5:30:00 PM,2.21,11.48,11.14,1427.88,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,26,2022-04-26,6:00:00 PM,2.29,11.46,11.15,1428.21,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,26,2022-04-26,6:30:00 PM,2.21,11.47,11.13,1427.87,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,26,2022-04-26,7:00:00 PM,2.17,11.45,11.1,1427.66,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,26,2022-04-26,7:30:00 PM,2.17,11.46,11.11,1427.68,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,26,2022-04-26,8:00:00 PM,2.17,11.46,11.11,1427.68,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,26,2022-04-26,8:30:00 PM,2.14,11.48,11.11,1427.52,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,26,2022-04-26,9:00:00 PM,2.17,11.46,11.11,1427.67,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,26,2022-04-26,9:30:00 PM,2.29,11.45,11.13,1428.19,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,26,2022-04-26,10:00:00 PM,2.44,11.44,11.17,1428.88,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,26,2022-04-26,10:30:00 PM,2.44,11.41,11.15,1428.85,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,26,2022-04-26,11:00:00 PM,2.25,11.42,11.1,1427.98,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,26,2022-04-26,11:30:00 PM,2.29,11.41,11.1,1428.14,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,27,2022-04-27,12:00:00 AM,2.44,11.42,11.16,1428.87,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,27,2022-04-27,12:30:00 AM,2.52,11.43,11.2,1429.23,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,27,2022-04-27,1:00:00 AM,2.56,11.43,11.21,1429.41,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,27,2022-04-27,1:30:00 AM,2.6,11.44,11.23,1429.59,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,27,2022-04-27,2:00:00 AM,2.6,11.45,11.24,1429.61,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,27,2022-04-27,2:30:00 AM,2.64,11.44,11.24,1429.77,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,27,2022-04-27,3:00:00 AM,2.64,11.46,11.26,1429.79,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,27,2022-04-27,3:30:00 AM,2.6,11.45,11.24,1429.6,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,27,2022-04-27,4:00:00 AM,2.6,11.46,11.24,1429.61,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,27,2022-04-27,4:30:00 AM,2.6,11.44,11.23,1429.59,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,27,2022-04-27,5:00:00 AM,2.6,11.44,11.23,1429.59,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,27,2022-04-27,5:30:00 AM,2.6,11.44,11.23,1429.59,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,27,2022-04-27,6:00:00 AM,2.6,11.45,11.23,1429.6,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,27,2022-04-27,6:30:00 AM,2.6,11.45,11.23,1429.6,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,27,2022-04-27,7:00:00 AM,2.6,11.45,11.23,1429.6,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,27,2022-04-27,7:30:00 AM,2.6,11.44,11.23,1429.59,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,27,2022-04-27,8:00:00 AM,2.6,11.43,11.22,1429.58,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,27,2022-04-27,8:30:00 AM,2.48,11.44,11.19,1429.06,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,27,2022-04-27,9:00:00 AM,2.29,11.43,11.12,1428.17,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,27,2022-04-27,9:30:00 AM,2.21,11.43,11.1,1427.82,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,27,2022-04-27,10:00:00 AM,2.21,11.42,11.09,1427.81,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,27,2022-04-27,10:30:00 AM,2.25,11.41,11.09,1427.97,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,27,2022-04-27,11:00:00 AM,2.25,11.43,11.1,1427.99,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,27,2022-04-27,11:30:00 AM,2.25,11.43,11.11,1427.99,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,27,2022-04-27,12:00:00 PM,2.29,11.42,11.11,1428.16,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,27,2022-04-27,12:30:00 PM,2.33,11.43,11.13,1428.35,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,27,2022-04-27,1:00:00 PM,2.41,11.43,11.16,1428.7,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,27,2022-04-27,1:30:00 PM,2.44,11.42,11.16,1428.86,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,27,2022-04-27,2:00:00 PM,2.44,11.42,11.16,1428.86,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,27,2022-04-27,2:30:00 PM,2.44,11.42,11.16,1428.86,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,27,2022-04-27,3:00:00 PM,2.48,11.43,11.18,1429.04,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,27,2022-04-27,3:30:00 PM,2.48,11.39,11.14,1428.99,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,27,2022-04-27,4:00:00 PM,2.52,11.42,11.18,1429.21,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,27,2022-04-27,4:30:00 PM,2.6,11.44,11.23,1429.59,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,27,2022-04-27,5:00:00 PM,2.52,11.44,11.2,1429.24,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,27,2022-04-27,5:30:00 PM,2.48,11.44,11.19,1429.06,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,27,2022-04-27,6:00:00 PM,2.52,11.42,11.19,1429.22,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,27,2022-04-27,6:30:00 PM,2.52,11.44,11.2,1429.24,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,27,2022-04-27,7:00:00 PM,2.52,11.41,11.18,1429.2,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,27,2022-04-27,7:30:00 PM,2.52,11.47,11.23,1429.28,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,27,2022-04-27,8:00:00 PM,2.44,11.46,11.19,1428.91,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,27,2022-04-27,8:30:00 PM,2.25,11.45,11.13,1428.02,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,27,2022-04-27,9:00:00 PM,2.14,11.46,11.1,1427.5,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,27,2022-04-27,9:30:00 PM,2.14,11.46,11.09,1427.49,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,27,2022-04-27,10:00:00 PM,2.14,11.45,11.09,1427.48,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,27,2022-04-27,10:30:00 PM,2.14,11.45,11.09,1427.49,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,27,2022-04-27,11:00:00 PM,2.14,11.46,11.09,1427.49,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,27,2022-04-27,11:30:00 PM,2.17,11.45,11.1,1427.66,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,28,2022-04-28,12:00:00 AM,2.17,11.46,11.11,1427.67,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,28,2022-04-28,12:30:00 AM,2.21,11.46,11.12,1427.85,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,28,2022-04-28,1:00:00 AM,2.25,11.45,11.12,1428.01,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,28,2022-04-28,1:30:00 AM,2.25,11.45,11.12,1428.01,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,28,2022-04-28,2:00:00 AM,2.25,11.45,11.13,1428.02,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,28,2022-04-28,2:30:00 AM,2.25,11.45,11.12,1428.01,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,28,2022-04-28,3:00:00 AM,2.21,11.44,11.11,1427.83,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,28,2022-04-28,3:30:00 AM,2.1,11.44,11.07,1427.29,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,28,2022-04-28,4:00:00 AM,2.02,11.45,11.05,1426.95,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,28,2022-04-28,4:30:00 AM,2.02,11.45,11.05,1426.95,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,28,2022-04-28,5:00:00 AM,2.06,11.44,11.06,1427.12,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,28,2022-04-28,5:30:00 AM,1.94,11.43,11.01,1426.56,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,28,2022-04-28,6:00:00 AM,1.82,11.44,10.98,1426.03,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,28,2022-04-28,6:30:00 AM,1.79,11.43,10.95,1425.83,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,28,2022-04-28,7:00:00 AM,1.79,11.42,10.94,1425.82,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,28,2022-04-28,7:30:00 AM,1.82,11.42,10.96,1426.01,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,28,2022-04-28,8:00:00 AM,1.82,11.42,10.96,1426.01,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,28,2022-04-28,8:30:00 AM,1.82,11.41,10.95,1425.99,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,28,2022-04-28,9:00:00 AM,1.75,11.41,10.93,1425.63,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,28,2022-04-28,9:30:00 AM,1.75,11.41,10.93,1425.63,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,28,2022-04-28,10:00:00 AM,1.75,11.41,10.92,1425.62,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,28,2022-04-28,10:30:00 AM,1.75,11.42,10.93,1425.64,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,28,2022-04-28,11:00:00 AM,1.79,11.42,10.94,1425.82,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,28,2022-04-28,11:30:00 AM,1.86,11.43,10.98,1426.2,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,28,2022-04-28,12:00:00 PM,1.98,11.43,11.02,1426.74,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,28,2022-04-28,12:30:00 PM,2.06,11.43,11.04,1427.1,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,28,2022-04-28,1:00:00 PM,2.1,11.43,11.06,1427.28,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,28,2022-04-28,1:30:00 PM,2.14,11.43,11.07,1427.46,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,28,2022-04-28,2:00:00 PM,2.17,11.43,11.08,1427.64,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,28,2022-04-28,2:30:00 PM,2.17,11.44,11.09,1427.65,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,28,2022-04-28,3:00:00 PM,2.21,11.44,11.1,1427.82,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,28,2022-04-28,3:30:00 PM,2.25,11.43,11.11,1427.99,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,28,2022-04-28,4:00:00 PM,2.25,11.43,11.11,1427.99,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,28,2022-04-28,4:30:00 PM,2.25,11.43,11.1,1427.99,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,28,2022-04-28,5:00:00 PM,2.21,11.44,11.1,1427.82,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,28,2022-04-28,5:30:00 PM,2.25,11.43,11.11,1427.99,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,28,2022-04-28,6:00:00 PM,2.25,11.42,11.1,1427.98,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,28,2022-04-28,6:30:00 PM,2.25,11.42,11.1,1427.98,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,28,2022-04-28,7:00:00 PM,2.21,11.44,11.1,1427.82,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,28,2022-04-28,7:30:00 PM,2.21,11.44,11.1,1427.82,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,4,28,2022-04-28,8:00:00 PM,2.21,11.43,11.09,1427.81,
