44790.92,20.45
44791.00,20.52
44791.08,20.52
44791.17,20.45
44791.25,20.29
44791.33,20.41
44791.42,20.35
44791.50,20.33
44791.58,20.38
44791.67,20.31
44791.75,20.31
44791.83,20.45
44791.92,20.37
44792.00,20.28
44792.08,20.23
44792.17,20.26
44792.25,20.46
44792.33,20.49
44792.42,20.47
44792.50,20.42
44792.58,20.41
44792.67,20.41
44792.75,20.43
44792.83,20.45
44792.92,20.42
44793.00,20.42
44793.08,20.41
44793.17,20.39
44793.25,20.39
44793.33,20.38
44793.42,20.36
44793.50,20.37
44793.58,20.43
44793.67,20.46
44793.75,20.49
44793.83,20.45
44793.92,20.42
44794.00,20.16
44794.08,20.13
44794.17,20.17
44794.25,20.14
44794.33,20.18
44794.42,20.13
44794.50,20.11
44794.58,20.12
44794.67,20.20
44794.75,20.21
44794.83,20.18
44794.92,20.14
44795.00,20.10
44795.08,20.01
44795.17,19.87
44795.25,19.82
44795.33,19.76
44795.42,19.77
44795.50,19.77
44795.58,19.73
44795.67,19.68
44795.75,19.65
44795.83,19.64
44795.92,19.63
44796.00,19.61
44796.08,19.59
44796.17,19.59
44796.25,19.56
44796.33,19.57
44796.42,19.54
44796.50,19.55
44796.58,19.55
44796.67,19.59
44796.75,19.59
44796.83,19.52
44796.92,19.42
44797.00,19.40
44797.08,19.40
44797.17,19.40
44797.25,19.41
44797.33,19.41
44797.42,19.48
44797.50,19.59
44797.58,19.60
44797.67,19.60
44797.75,19.64
44797.83,19.68
44797.92,19.70
44798.00,19.68
44798.08,19.72
44798.17,19.82
44798.25,19.89
44798.33,19.92
44798.42,23.29
44798.50,20.70
44798.58,21.02
44798.67,21.00
44798.75,20.86
44798.83,20.83
44798.92,20.76
44799.00,20.85
44799.08,20.99
44799.17,20.97
44799.25,20.77
44799.33,20.57
44799.42,20.62
44799.50,20.82
44799.58,21.13
44799.67,21.27
44799.75,21.22
44799.83,21.08
44799.92,20.97
44800.00,20.94
44800.08,21.01
44800.17,21.03
44800.25,20.91
44800.33,20.86
44800.42,20.55
44800.50,20.57
44800.58,21.00
44800.67,21.04
44800.75,21.03
44800.83,21.06
44800.92,20.82
44801.00,20.76
44801.08,20.94
44801.17,20.87
44801.25,20.90
44801.33,20.71
44801.42,20.56
44801.50,20.63
44801.58,20.99
44801.67,21.11
44801.75,21.15
44801.83,21.11
44801.92,20.98
44802.00,21.05
44802.08,20.97
44802.17,20.95
44802.25,20.95
44802.33,20.87
44802.42,20.89
44802.50,20.94
44802.58,20.95
44802.67,21.13
44802.75,21.20
44802.83,21.13
44802.92,21.03
44803.00,21.04
44803.08,21.05
44803.17,21.00
44803.25,21.05
44803.33,20.99
44803.42,20.98
44803.50,21.08
44803.58,21.09
44803.67,21.25
44803.75,21.35
44803.83,21.37
44803.92,21.30
44804.00,21.25
44804.08,21.25
44804.17,21.29
44804.25,21.28
44804.33,21.29
44804.42,21.33
44804.50,21.35
44804.58,21.38
44804.67,21.33
44804.75,21.07
44804.83,21.00
44804.92,21.19
44805.00,21.30
44805.08,21.27
44805.17,21.01
44805.25,20.85
44805.33,20.83
44805.42,20.94
44805.50,21.15
44805.58,21.18
44805.67,21.11
44805.75,21.11
44805.83,21.08
44805.92,21.10
44806.00,21.21
44806.08,21.08
44806.17,21.04
44806.25,20.89
44806.33,20.82
44806.42,20.88
44806.50,21.01
44806.58,21.07
44806.67,21.04
44806.75,21.00
44806.83,21.01
44806.92,20.97
44807.00,21.04
44807.08,20.94
44807.17,20.95
44807.25,20.80
44807.33,20.82
44807.42,20.82
44807.50,20.84
44807.58,20.96
44807.67,20.98
44807.75,21.03
44807.83,20.98
44807.92,20.95
44808.00,20.96
44808.08,20.87
44808.17,20.81
44808.25,20.77
44808.33,20.73
44808.42,20.77
44808.50,20.77
44808.58,20.85
44808.67,20.86
44808.75,20.87
44808.83,20.96
44808.92,20.92
44809.00,20.86
44809.08,20.80
44809.17,20.75
44809.25,20.73
44809.33,20.75
44809.42,20.79
44809.50,20.80
44809.58,20.84
44809.67,20.80
44809.75,20.75
44809.83,20.73
44809.92,20.72
44810.00,20.67
44810.08,20.61
44810.17,20.49
44810.25,20.45
44810.33,20.52
44810.42,20.62
44810.50,20.67
44810.58,20.68
44810.67,20.72
44810.75,20.71
44810.83,20.70
44810.92,20.68
44811.00,20.70
44811.08,20.63
44811.17,20.51
44811.25,20.42
44811.33,20.45
44811.42,20.59
44811.50,20.75
44811.58,20.81
44811.67,20.77
44811.75,20.70
44811.83,20.67
44811.92,20.69
44812.00,20.72
44812.08,20.68
44812.17,20.57
44812.25,20.49
44812.33,20.44
44812.42,20.50
44812.50,20.71
44812.58,20.80
44812.67,20.81
44812.75,20.71
44812.83,20.62
44812.92,20.60
44813.00,20.64
44813.08,20.68
44813.17,20.61
44813.25,20.46
44813.33,20.45
44813.42,20.46
44813.50,20.55
44813.58,20.77
44813.67,20.81
44813.75,20.72
44813.83,20.63
44813.92,20.58
44814.00,20.58
44814.08,20.63
44814.17,20.65
44814.25,20.52
44814.33,20.47
44814.42,20.49
44814.50,20.57
44814.58,20.78
44814.67,20.88
44814.75,20.87
44814.83,20.70
44814.92,20.65
44815.00,20.64
44815.08,20.71
44815.17,20.77
44815.25,20.74
44815.33,20.60
44815.42,20.59
44815.50,20.64
44815.58,20.89
44815.67,20.94
44815.75,20.93
44815.83,20.94
44815.92,20.82
44816.00,20.79
44816.08,20.84
44816.17,20.84
44816.25,20.81
44816.33,20.82
44816.42,20.75
44816.50,20.77
44816.58,20.92
44816.67,20.96
44816.75,20.96
44816.83,20.99
44816.92,20.92
44817.00,20.87
44817.08,20.90
44817.17,20.86
44817.25,20.85
44817.33,19.03
44817.42,19.33
44817.50,20.86
44817.58,20.91
44817.67,21.04
44817.75,21.03
44817.83,21.05
44817.92,21.06
44818.00,21.03
44818.08,21.04
44818.17,20.99
44818.25,20.95
44818.33,20.93
44818.42,21.06
44818.50,21.12
44818.58,21.16
44818.67,21.10
44818.75,21.07
44818.83,21.04
44818.92,21.08
44819.00,20.99
44819.08,20.93
44819.17,20.93
44819.25,20.80
44819.33,20.71
44819.42,20.69
44819.50,20.53
44819.58,20.49
44819.67,20.44
44819.75,20.35
44819.83,20.23
44819.92,20.06
44820.00,19.94
44820.08,19.53
44820.17,19.27
44820.25,19.13
44820.33,18.97
44820.42,18.12
44820.50,17.69
44820.58,17.51
44820.67,17.52
44820.75,17.48
44820.83,17.46
44820.92,17.43
44821.00,18.05
44821.08,18.18
44821.17,18.08
44821.25,18.02
44821.33,17.90
44821.42,17.74
44821.50,17.62
44821.58,17.61
44821.67,17.54
44821.75,17.48
44821.83,17.39
44821.92,17.28
44822.00,17.57
44822.08,17.26
44822.17,17.13
44822.25,17.35
44822.33,17.19
44822.42,17.14
44822.50,17.31
44822.58,17.14
44822.67,17.09
44822.75,17.16
44822.83,17.16
44822.92,16.96
44823.00,17.00
44823.08,17.10
44823.17,17.04
44823.25,17.10
44823.33,17.16
44823.42,17.14
44823.50,17.14
44823.58,17.08
44823.67,17.22
44823.75,17.25
44823.83,17.28
44823.92,17.28
44824.00,17.24
44824.08,17.22
44824.17,17.17
44824.25,17.19
44824.33,17.10
44824.42,16.96
44824.50,17.08
44824.58,16.97
44824.67,16.93
44824.75,16.83
44824.83,16.96
44824.92,16.89
44825.00,16.87
44825.08,16.87
44825.17,16.87
44825.25,16.88
44825.33,16.84
44825.42,16.79
44825.50,16.73
44825.58,16.70
44825.67,16.77
44825.75,16.88
44825.83,16.87
44825.92,16.84
44826.00,16.79
44826.08,16.78
44826.17,16.81
44826.25,16.84
44826.33,16.82
44826.42,16.72
44826.50,16.69
44826.58,16.67
44826.67,16.67
44826.75,16.70
44826.83,16.69
44826.92,16.65
44827.00,16.63
44827.08,16.73
44827.17,16.73
44827.25,16.62
44827.33,16.60
44827.42,16.58
44827.50,16.57
44827.58,16.60
44827.67,16.60
44827.75,16.47
44827.83,16.46
44827.92,16.41
44828.00,16.35
44828.08,16.32
44828.17,16.26
44828.25,16.10
44828.33,15.97
44828.42,15.71
44828.50,15.61
44828.58,15.50
44828.67,15.39
44828.75,15.33
44828.83,15.34
44828.92,15.31
44829.00,15.19
44829.08,14.98
44829.17,14.99
44829.25,15.12
44829.33,15.13
44829.42,15.10
44829.50,15.14
44829.58,15.04
44829.67,15.03
44829.75,15.04
44829.83,15.17
44829.92,15.06
44830.00,15.08
44830.08,14.97
44830.17,15.12
44830.25,15.05
44830.33,15.15
44830.42,15.13
44830.50,15.16
44830.58,15.13
44830.67,15.02
44830.75,15.05
44830.83,15.21
44830.92,15.20
44831.00,15.20
44831.08,15.13
44831.17,14.99
44831.25,14.98
44831.33,15.09
44831.42,15.43
44831.50,16.25
44831.58,14.97
44831.67,15.15
44831.75,15.20
44831.83,15.10
44831.92,15.03
44832.00,15.01
44832.08,15.06
44832.17,15.13
44832.25,15.12
44832.33,15.09
44832.42,15.05
44832.50,15.05
44832.58,15.07
44832.67,15.25
44832.75,15.28
44832.83,15.26
44832.92,15.13
44833.00,15.13
44833.08,15.16
44833.17,15.17
44833.25,15.15
44833.33,15.12
44833.42,15.10
44833.50,15.11
44833.58,15.13
44833.67,15.22
44833.75,15.27
44833.83,15.24
44833.92,15.16
44834.00,15.13
44834.08,15.07
44834.17,15.08
44834.25,15.08
44834.33,15.03
44834.42,15.01
44834.50,15.01
44834.58,15.03
44834.67,15.08
44834.75,15.16
44834.83,15.14
44834.92,15.04
44835.00,14.99
44835.08,14.94
44835.17,14.92
44835.25,14.96
44835.33,14.96
44835.42,14.91
44835.50,14.86
44835.58,14.87
44835.67,14.85
44835.75,14.96
44835.83,14.98
44835.92,14.95
44836.00,14.92
44836.08,14.88
44836.17,14.80
44836.25,14.76
44836.33,14.74
44836.42,14.69
44836.50,14.64
44836.58,14.67
44836.67,14.66
44836.75,14.60
44836.83,14.56
44836.92,14.52
44837.00,14.47
44837.08,14.44
44837.17,14.39
44837.25,14.36
44837.33,14.27
44837.42,14.31
44837.50,14.39
44837.58,14.46
44837.67,14.45
44837.75,14.49
44837.83,14.48
44837.92,14.41
44838.00,14.37
44838.08,14.31
44838.17,14.24
44838.25,14.26
44838.33,14.20
44838.42,14.19
44838.50,14.21
44838.58,14.29
44838.67,14.36
44838.75,14.38
44838.83,14.44
44838.92,14.37
44839.00,14.48
44839.08,14.36
44839.17,14.25
44839.25,14.23
44839.33,14.23
44839.42,14.23
44839.50,14.22
44839.58,14.32
44839.67,14.42
44839.75,14.44
44839.83,14.47
44839.92,14.39
44840.00,14.33
44840.08,14.38
44840.17,14.48
44840.25,14.45
44840.33,14.44
44840.42,14.34
44840.50,14.32
44840.58,14.32
44840.67,14.41
44840.75,14.53
44840.83,14.54
44840.92,14.46
44841.00,14.39
44841.08,14.37
44841.17,14.42
44841.25,14.76
44841.33,14.81
44841.42,16.58
44841.50,23.86
44841.58,23.91
44841.67,22.77
44841.75,20.89
44841.83,18.16
44841.92,16.48
44842.00,15.78
44842.08,15.05
44842.17,14.74
44842.25,14.60
44842.33,14.43
44842.42,13.10
44842.50,16.79
44842.58,16.63
44842.67,19.98
44842.75,17.08
44842.83,11.51
44842.92,8.63
44843.00,6.60
44843.08,5.11
44843.17,3.85
44843.25,3.14
44843.33,5.37
44843.42,14.04
44843.50,19.00
44843.58,17.48
44843.67,14.49
44843.75,12.73
44843.83,10.07
44843.92,9.12
44844.00,7.97
44844.08,6.90
44844.17,5.53
44844.25,4.12
44844.33,6.89
44844.42,16.77
44844.50,19.00
44844.58,20.95
44844.67,20.73
44844.75,15.18
44844.83,9.64
44844.92,7.03
44845.00,5.84
44845.08,5.13
44845.17,4.09
44845.25,3.39
44845.33,6.41
44845.42,19.16
44845.50,27.36
44845.58,22.97
44845.67,22.48
44845.75,22.13
44845.83,22.05
44845.92,22.02
44846.00,22.06
44846.08,21.86
44846.17,21.86
44846.25,21.70
44846.33,21.77
44846.42,22.43
44846.50,22.29
44846.58,22.21
44846.67,22.57
44846.75,22.29
44846.83,22.29
44846.92,21.96
44847.00,22.02
44847.08,22.01
44847.17,21.90
44847.25,21.89
44847.33,21.91
44847.42,21.99
44847.50,22.33
44847.58,22.53
44847.67,22.30
44847.75,22.29
44847.83,22.13
44847.92,22.19
44848.00,22.13
44848.08,21.95
44848.17,22.02
44848.25,22.02
44848.33,22.22
44848.42,22.06
44848.50,22.43
44848.58,22.34
44848.67,22.44
44848.75,22.54
44848.83,22.36
44848.92,22.50
44849.00,22.15
44849.08,22.38
44849.17,22.08
44849.25,22.33
44849.33,22.05
44849.42,22.34
44849.50,22.28
44849.58,22.30
44849.67,22.57
44849.75,22.24
44849.83,22.39
44849.92,22.29
44850.00,22.01
44850.08,22.13
44850.17,22.27
44850.25,22.02
44850.33,22.23
44850.42,22.08
44850.50,22.23
44850.58,22.15
44850.67,22.01
44850.75,22.41
44850.83,22.08
44850.92,22.41
44851.00,21.92
44851.08,22.15
44851.17,22.23
44851.25,22.28
44851.33,22.26
44851.42,21.89
44851.50,22.02
44851.58,21.88
44851.67,22.10
44851.75,22.11
44851.83,22.19
44851.92,22.22
44852.00,22.23
44852.08,21.89
44852.17,21.97
44852.25,22.02
44852.33,22.03
44852.42,22.03
44852.50,22.06
44852.58,22.06
44852.67,21.95
44852.75,22.30
44852.83,22.15
44852.92,22.27
44853.00,22.47
44853.08,22.13
44853.17,22.25
44853.25,22.24
44853.33,22.10
44853.42,23.12
44853.50,23.12
44853.58,23.80
44853.67,23.74
44853.75,23.46
44853.83,23.19
44853.92,23.18
44854.00,23.10
44854.08,23.03
44854.17,23.01
44854.25,22.92
44854.33,22.87
44854.42,22.62
44854.50,22.31
44854.58,21.00
44854.67,20.98
44854.75,20.79
44854.83,18.34
44854.92,17.28
44855.00,16.16
44855.08,20.34
44855.17,22.04
44855.25,22.30
44855.33,21.85
44855.42,21.83
44855.50,20.89
44855.58,19.69
44855.67,19.82
44855.75,20.46
44855.83,20.84
44855.92,20.99
44856.00,21.02
44856.08,21.02
44856.17,20.97
44856.25,20.89
44856.33,20.80
44856.42,20.71
44856.50,20.65
44856.58,20.67
44856.67,20.76
44856.75,20.87
44856.83,20.96
44856.92,20.96
44857.00,20.90
44857.08,20.80
44857.17,20.67
44857.25,20.56
44857.33,20.50
44857.42,20.45
44857.50,20.53
44857.58,20.81
44857.67,21.21
44857.75,21.54
44857.83,21.70
44857.92,21.73
44858.00,21.90
44858.08,21.87
44858.17,21.16
44858.25,18.72
44858.33,20.01
44858.42,21.45
44858.50,21.61
44858.58,21.69
44858.67,21.61
44858.75,21.53
44858.83,21.52
44858.92,21.51
44859.00,21.50
44859.08,21.49
44859.17,21.45
44859.25,21.46
44859.33,21.57
44859.42,21.76
44859.50,21.72
44859.58,20.42
44859.67,20.28
44859.75,20.06
44859.83,20.09
44859.92,20.19
44860.00,20.24
44860.08,20.32
44860.17,20.07
44860.25,20.14
44860.33,20.55
44860.42,20.29
44860.50,20.08
44860.58,20.36
44860.67,20.04
44860.75,20.21
44860.83,20.28
44860.92,20.16
44861.00,20.14
44861.08,20.20
44861.17,20.12
44861.25,20.28
44861.33,20.29
44861.42,20.02
44861.50,20.13
44861.58,19.99
44861.67,20.42
44861.75,20.23
44861.83,20.08
44861.92,20.10
44862.00,20.28
44862.08,20.24
44862.17,20.25
44862.25,20.14
44862.33,20.17
44862.42,20.21
44862.50,20.38
44862.58,20.29
44862.67,19.92
44862.75,20.33
44862.83,20.28
44862.92,20.09
44863.00,20.37
44863.08,20.33
44863.17,20.28
44863.25,20.36
44863.33,20.24
44863.42,20.19
44863.50,20.37
44863.58,20.24
44863.67,19.90
44863.75,20.36
44863.83,20.38
44863.92,20.17
44864.00,20.36
44864.08,20.18
44864.17,20.29
44864.25,20.26
44864.33,20.27
44864.42,20.37
44864.50,20.40
44864.58,20.20
44864.67,20.13
44864.75,20.07
44864.83,20.29
44864.92,20.30
44865.00,20.37
44865.08,20.19
44865.17,20.27
44865.25,20.44
44865.33,20.48
44865.42,20.46
44865.50,20.03
44865.58,20.15
44865.67,20.35
44865.75,20.34
44865.83,20.10
44865.92,20.15
44866.00,20.19
44866.08,20.38
44866.17,20.45
44866.25,20.32
44866.33,20.22
44866.42,20.44
44866.50,20.28
44866.58,20.40
44866.67,20.44
44866.75,20.24
44866.83,20.23
44866.92,20.39
44867.00,20.03
44867.08,20.32
44867.17,20.42
44867.25,20.31
44867.33,20.10
44867.42,19.97
44867.50,20.37
44867.58,19.91
44867.67,20.04
44867.75,20.27
44867.83,20.26
44867.92,20.26
44868.00,20.34
44868.08,20.05
44868.17,20.24
44868.25,20.11
44868.33,20.10
44868.42,20.21
44868.50,20.22
44868.58,19.94
44868.67,20.06
44868.75,19.96
44868.83,20.22
44868.92,20.16
44869.00,20.29
44869.08,20.19
44869.17,20.33
44869.25,20.42
44869.33,20.13
44869.42,20.13
44869.50,19.97
44869.58,20.28
44869.67,20.02
44869.75,20.31
44869.83,20.30
44869.92,19.98
44870.00,20.39
44870.08,20.13
44870.17,20.21
44870.25,20.34
44870.33,20.36
44870.42,20.03
44870.50,19.97
44870.58,20.11
44870.67,20.16
44870.75,20.33
44870.83,20.02
44870.92,20.37
44871.00,19.93
44871.08,20.34
44871.17,20.16
44871.25,20.45
44871.33,20.04
44871.42,20.39
44871.50,20.26
44871.58,19.97
44871.67,20.17
44871.75,20.28
44871.83,19.99
44871.92,20.36
44872.00,19.97
44872.08,20.17
44872.17,20.28
44872.25,19.97
44872.33,20.32
44872.42,19.98
44872.50,20.38
44872.58,20.60
44872.67,21.18
44872.75,21.16
44872.83,21.29
44872.92,21.30
44873.00,21.25
44873.08,20.96
44873.17,21.27
44873.25,21.21
44873.33,21.19
44873.42,21.29
44873.50,21.30
44873.58,20.96
44873.67,21.35
44873.75,21.06
44873.83,21.14
44873.92,21.31
44874.00,21.23
44874.08,21.25
44874.17,21.27
44874.25,21.27
44874.33,21.05
44874.42,21.06
44874.50,21.02
44874.58,21.35
44874.67,21.41
44874.75,21.24
44874.83,20.78
44874.92,20.88
44875.00,21.11
44875.08,21.05
44875.17,20.89
44875.25,20.96
44875.33,21.14
44875.42,21.25
44875.50,21.33
44875.58,21.02
44875.67,21.42
44875.75,21.28
44875.83,21.10
44875.92,21.36
44876.00,21.35
44876.08,21.41
44876.17,21.26
44876.25,20.92
44876.33,21.26
44876.42,21.32
44876.50,21.42
44876.58,21.53
44876.67,21.21
44876.75,21.21
44876.83,21.40
44876.92,21.42
44877.00,21.43
44877.08,20.92
44877.17,21.06
44877.25,21.36
44877.33,21.37
44877.42,21.49
44877.50,20.93
44877.58,21.39
44877.67,20.97
44877.75,20.94
44877.83,21.48
44877.92,21.44
44878.00,21.25
44878.08,20.95
44878.17,21.35
44878.25,21.45
44878.33,21.39
44878.42,21.33
44878.50,21.33
44878.58,21.27
44878.67,21.16
44878.75,21.23
44878.83,21.12
44878.92,21.21
44879.00,21.28
44879.08,21.13
44879.17,21.29
44879.25,21.38
44879.33,21.23
44879.42,20.18
44879.50,21.30
44879.58,21.48
