Recorder,Serial numb,Site (text),Site Depth(m),Surface-Bottom,Log Depth(m),Latitude,Longitude,Year,Month,Day,Date(yyyy-mm-dd),Time(hh:mm:ss),Temperature (°C),Salinity(psu),Conduct(mS/cm),Sound Velocity(m/sec)
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,6,2022-07-06,12:00:00 AM,15.27,27.99,35.33,1499.25
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,6,2022-07-06,12:30:00 AM,15.18,28,35.26,1498.96
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,6,2022-07-06,1:00:00 AM,15.15,28,35.24,1498.86
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,6,2022-07-06,1:30:00 AM,15.12,28,35.21,1498.76
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,6,2022-07-06,2:00:00 AM,15.12,28.02,35.24,1498.79
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,6,2022-07-06,2:30:00 AM,14.96,28.05,35.15,1498.33
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,6,2022-07-06,3:00:00 AM,14.93,28.05,35.12,1498.23
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,6,2022-07-06,3:30:00 AM,14.87,28.08,35.1,1498.06
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,6,2022-07-06,4:00:00 AM,14.87,28.05,35.08,1498.03
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,6,2022-07-06,4:30:00 AM,14.84,28.06,35.05,1497.93
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,6,2022-07-06,5:00:00 AM,14.81,28.06,35.03,1497.84
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,6,2022-07-06,5:30:00 AM,14.78,28.06,35.01,1497.74
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,6,2022-07-06,6:00:00 AM,14.75,28.06,34.98,1497.64
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,6,2022-07-06,6:30:00 AM,14.75,28.04,34.96,1497.61
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,6,2022-07-06,7:00:00 AM,14.75,28.06,34.98,1497.64
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,6,2022-07-06,7:30:00 AM,14.72,28.04,34.93,1497.51
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,6,2022-07-06,8:00:00 AM,14.75,28.04,34.96,1497.61
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,6,2022-07-06,8:30:00 AM,14.75,28.06,34.98,1497.64
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,6,2022-07-06,9:00:00 AM,14.78,28.03,34.98,1497.71
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,6,2022-07-06,9:30:00 AM,14.78,28.06,35.01,1497.74
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,6,2022-07-06,10:00:00 AM,14.78,28.03,34.98,1497.71
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,6,2022-07-06,10:30:00 AM,14.81,28.03,35,1497.81
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,6,2022-07-06,11:00:00 AM,14.81,28.03,35,1497.81
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,6,2022-07-06,11:30:00 AM,14.81,28.01,34.98,1497.78
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,6,2022-07-06,12:00:00 PM,14.78,28.03,34.98,1497.71
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,6,2022-07-06,12:30:00 PM,14.78,28.03,34.98,1497.71
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,6,2022-07-06,1:00:00 PM,14.75,28.01,34.93,1497.58
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,6,2022-07-06,1:30:00 PM,14.72,28.04,34.93,1497.51
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,6,2022-07-06,2:00:00 PM,14.65,28.04,34.89,1497.31
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,6,2022-07-06,2:30:00 PM,14.56,28.07,34.84,1497.05
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,6,2022-07-06,3:00:00 PM,14.47,28.07,34.77,1496.75
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,6,2022-07-06,3:30:00 PM,14.41,28.08,34.73,1496.55
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,6,2022-07-06,4:00:00 PM,14.32,28.1,34.68,1496.28
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,6,2022-07-06,4:30:00 PM,14.25,28.11,34.64,1496.08
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,6,2022-07-06,5:00:00 PM,14.19,28.11,34.59,1495.88
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,6,2022-07-06,5:30:00 PM,14.13,28.16,34.6,1495.74
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,6,2022-07-06,6:00:00 PM,14.13,28.14,34.57,1495.71
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,6,2022-07-06,6:30:00 PM,14.1,28.14,34.55,1495.61
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,6,2022-07-06,7:00:00 PM,14.19,28.13,34.62,1495.91
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,6,2022-07-06,7:30:00 PM,14.38,28.12,34.76,1496.51
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,6,2022-07-06,8:00:00 PM,15.42,27.94,35.4,1499.68
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,6,2022-07-06,8:30:00 PM,16.03,27.79,35.72,1501.43
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,6,2022-07-06,9:00:00 PM,16.15,27.77,35.79,1501.79
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,6,2022-07-06,9:30:00 PM,16.12,27.79,35.79,1501.72
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,6,2022-07-06,10:00:00 PM,16.15,27.72,35.73,1501.73
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,6,2022-07-06,10:30:00 PM,16.24,27.79,35.89,1502.1
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,6,2022-07-06,11:00:00 PM,16.33,27.72,35.88,1502.3
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,6,2022-07-06,11:30:00 PM,16.39,27.72,35.93,1502.49
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,7,2022-07-07,12:00:00 AM,16.39,27.77,35.99,1502.55
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,7,2022-07-07,12:30:00 AM,16.42,27.75,35.99,1502.61
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,7,2022-07-07,1:00:00 AM,16.42,27.77,36.01,1502.64
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,7,2022-07-07,1:30:00 AM,16.42,27.72,35.96,1502.58
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,7,2022-07-07,2:00:00 AM,16.42,27.75,35.99,1502.61
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,7,2022-07-07,2:30:00 AM,16.42,27.72,35.96,1502.58
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,7,2022-07-07,3:00:00 AM,16.39,27.72,35.93,1502.49
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,7,2022-07-07,3:30:00 AM,16.36,27.72,35.91,1502.4
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,7,2022-07-07,4:00:00 AM,16.36,27.72,35.91,1502.4
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,7,2022-07-07,4:30:00 AM,16.36,27.75,35.94,1502.42
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,7,2022-07-07,5:00:00 AM,16.36,27.77,35.96,1502.45
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,7,2022-07-07,5:30:00 AM,16.33,27.72,35.88,1502.3
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,7,2022-07-07,6:00:00 AM,16.33,27.75,35.91,1502.33
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,7,2022-07-07,6:30:00 AM,16.27,27.75,35.86,1502.14
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,7,2022-07-07,7:00:00 AM,16.27,27.75,35.86,1502.14
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,7,2022-07-07,7:30:00 AM,16.24,27.77,35.86,1502.07
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,7,2022-07-07,8:00:00 AM,16.24,27.72,35.81,1502.02
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,7,2022-07-07,8:30:00 AM,16.24,27.75,35.84,1502.04
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,7,2022-07-07,9:00:00 AM,16.24,27.75,35.84,1502.04
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,7,2022-07-07,9:30:00 AM,16.24,27.75,35.84,1502.04
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,7,2022-07-07,10:00:00 AM,16.27,27.72,35.83,1502.11
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,7,2022-07-07,10:30:00 AM,16.27,27.75,35.86,1502.14
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,7,2022-07-07,11:00:00 AM,16.24,27.72,35.81,1502.02
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,7,2022-07-07,11:30:00 AM,16.12,27.77,35.77,1501.69
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,7,2022-07-07,12:00:00 PM,16.06,27.77,35.72,1501.5
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,7,2022-07-07,12:30:00 PM,16.03,27.82,35.75,1501.46
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,7,2022-07-07,1:00:00 PM,16,27.82,35.72,1501.37
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,7,2022-07-07,1:30:00 PM,16.03,27.84,35.77,1501.49
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,7,2022-07-07,2:00:00 PM,16.03,27.84,35.77,1501.49
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,7,2022-07-07,2:30:00 PM,16,27.84,35.75,1501.39
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,7,2022-07-07,3:00:00 PM,16.03,27.82,35.75,1501.46
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,7,2022-07-07,3:30:00 PM,16.03,27.84,35.77,1501.49
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,7,2022-07-07,4:00:00 PM,16.06,27.82,35.77,1501.56
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,7,2022-07-07,4:30:00 PM,16.03,27.82,35.75,1501.46
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,7,2022-07-07,5:00:00 PM,16.06,27.82,35.77,1501.56
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,7,2022-07-07,5:30:00 PM,16.03,27.82,35.75,1501.46
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,7,2022-07-07,6:00:00 PM,16.03,27.82,35.75,1501.46
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,7,2022-07-07,6:30:00 PM,16.03,27.82,35.75,1501.46
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,7,2022-07-07,7:00:00 PM,16.03,27.82,35.75,1501.46
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,7,2022-07-07,7:30:00 PM,16.03,27.82,35.75,1501.46
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,7,2022-07-07,8:00:00 PM,16.03,27.79,35.72,1501.43
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,7,2022-07-07,8:30:00 PM,15.97,27.79,35.67,1501.24
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,7,2022-07-07,9:00:00 PM,15.94,27.82,35.67,1501.17
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,7,2022-07-07,9:30:00 PM,15.91,27.84,35.68,1501.11
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,7,2022-07-07,10:00:00 PM,15.91,27.82,35.65,1501.08
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,7,2022-07-07,10:30:00 PM,15.85,27.82,35.6,1500.89
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,7,2022-07-07,11:00:00 PM,15.85,27.79,35.57,1500.86
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,7,2022-07-07,11:30:00 PM,15.82,27.82,35.58,1500.79
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,8,2022-07-08,12:00:00 AM,15.76,27.82,35.53,1500.6
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,8,2022-07-08,12:30:00 AM,15.73,27.7,35.37,1500.36
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,8,2022-07-08,1:00:00 AM,15.73,27.82,35.5,1500.5
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,8,2022-07-08,1:30:00 AM,15.67,27.84,35.48,1500.34
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,8,2022-07-08,2:00:00 AM,15.64,27.84,35.46,1500.24
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,8,2022-07-08,2:30:00 AM,15.57,27.85,35.41,1500.05
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,8,2022-07-08,3:00:00 AM,15.57,27.85,35.41,1500.05
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,8,2022-07-08,3:30:00 AM,15.6,27.84,35.43,1500.14
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,8,2022-07-08,4:00:00 AM,15.54,27.85,35.39,1499.95
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,8,2022-07-08,4:30:00 AM,15.51,27.85,35.36,1499.85
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,8,2022-07-08,5:00:00 AM,15.48,27.85,35.34,1499.76
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,8,2022-07-08,5:30:00 AM,15.48,27.85,35.34,1499.76
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,8,2022-07-08,6:00:00 AM,15.48,27.87,35.36,1499.79
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,8,2022-07-08,6:30:00 AM,15.54,27.87,35.41,1499.98
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,8,2022-07-08,7:00:00 AM,15.57,27.8,35.35,1499.99
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,8,2022-07-08,7:30:00 AM,15.54,27.82,35.36,1499.92
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,8,2022-07-08,8:00:00 AM,15.51,27.82,35.33,1499.83
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,8,2022-07-08,8:30:00 AM,15.48,27.82,35.31,1499.73
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,8,2022-07-08,9:00:00 AM,15.48,27.82,35.31,1499.73
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,8,2022-07-08,9:30:00 AM,15.48,27.82,35.31,1499.73
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,8,2022-07-08,10:00:00 AM,15.48,27.82,35.31,1499.73
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,8,2022-07-08,10:30:00 AM,15.45,27.82,35.29,1499.63
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,8,2022-07-08,11:00:00 AM,15.42,27.82,35.26,1499.54
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,8,2022-07-08,11:30:00 AM,15.33,27.8,35.16,1499.22
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,8,2022-07-08,12:00:00 PM,15.3,27.8,35.14,1499.12
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,8,2022-07-08,12:30:00 PM,15.24,27.85,35.15,1498.98
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,8,2022-07-08,1:00:00 PM,15.21,27.83,35.1,1498.86
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,8,2022-07-08,1:30:00 PM,15.18,27.83,35.07,1498.76
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,8,2022-07-08,2:00:00 PM,15.18,27.85,35.1,1498.79
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,8,2022-07-08,2:30:00 PM,15.15,27.86,35.08,1498.69
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,8,2022-07-08,3:00:00 PM,15.02,27.86,34.98,1498.3
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,8,2022-07-08,3:30:00 PM,14.99,27.86,34.96,1498.2
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,8,2022-07-08,4:00:00 PM,14.96,27.84,34.91,1498.08
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,8,2022-07-08,4:30:00 PM,14.96,27.84,34.91,1498.08
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,8,2022-07-08,5:00:00 PM,14.99,27.81,34.9,1498.15
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,8,2022-07-08,5:30:00 PM,15.02,27.81,34.93,1498.24
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,8,2022-07-08,6:00:00 PM,14.96,27.84,34.91,1498.08
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,8,2022-07-08,6:30:00 PM,14.87,27.73,34.71,1497.64
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,8,2022-07-08,7:00:00 PM,14.87,27.73,34.71,1497.64
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,8,2022-07-08,7:30:00 PM,14.9,27.7,34.7,1497.71
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,8,2022-07-08,8:00:00 PM,14.93,27.68,34.7,1497.78
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,8,2022-07-08,8:30:00 PM,14.81,27.71,34.63,1497.42
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,8,2022-07-08,9:00:00 PM,14.78,27.73,34.64,1497.35
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,8,2022-07-08,9:30:00 PM,14.75,27.71,34.59,1497.22
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,8,2022-07-08,10:00:00 PM,14.69,27.74,34.57,1497.05
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,8,2022-07-08,10:30:00 PM,14.59,27.88,34.66,1496.92
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,8,2022-07-08,11:00:00 PM,14.59,27.83,34.6,1496.87
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,8,2022-07-08,11:30:00 PM,14.59,27.76,34.53,1496.78
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,9,2022-07-09,12:00:00 AM,14.56,27.88,34.63,1496.82
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,9,2022-07-09,12:30:00 AM,14.53,27.88,34.61,1496.72
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,9,2022-07-09,1:00:00 AM,14.41,27.91,34.55,1496.36
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,9,2022-07-09,1:30:00 AM,14.35,27.89,34.47,1496.13
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,9,2022-07-09,2:00:00 AM,14.32,27.89,34.45,1496.03
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,9,2022-07-09,2:30:00 AM,14.28,27.92,34.45,1495.96
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,9,2022-07-09,3:00:00 AM,14.28,27.9,34.43,1495.93
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,9,2022-07-09,3:30:00 AM,14.28,27.83,34.35,1495.85
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,9,2022-07-09,4:00:00 AM,14.32,27.94,34.5,1496.09
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,9,2022-07-09,4:30:00 AM,14.44,27.89,34.54,1496.43
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,9,2022-07-09,5:00:00 AM,14.47,27.89,34.56,1496.53
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,9,2022-07-09,5:30:00 AM,14.5,27.88,34.59,1496.63
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,9,2022-07-09,6:00:00 AM,14.5,27.88,34.59,1496.63
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,9,2022-07-09,6:30:00 AM,14.53,27.86,34.58,1496.7
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,9,2022-07-09,7:00:00 AM,14.56,27.88,34.63,1496.82
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,9,2022-07-09,7:30:00 AM,14.62,27.83,34.63,1496.97
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,9,2022-07-09,8:00:00 AM,14.69,27.83,34.67,1497.16
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,9,2022-07-09,8:30:00 AM,14.65,27.83,34.65,1497.06
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,9,2022-07-09,9:00:00 AM,14.62,27.85,34.65,1496.99
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,9,2022-07-09,9:30:00 AM,14.62,27.83,34.63,1496.97
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,9,2022-07-09,10:00:00 AM,14.59,27.86,34.63,1496.89
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,9,2022-07-09,10:30:00 AM,14.65,27.85,34.68,1497.09
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,9,2022-07-09,11:00:00 AM,14.75,27.82,34.72,1497.36
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,9,2022-07-09,11:30:00 AM,14.81,27.8,34.74,1497.53
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,9,2022-07-09,12:00:00 PM,14.84,27.8,34.76,1497.63
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,9,2022-07-09,12:30:00 PM,14.87,27.8,34.79,1497.73
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,9,2022-07-09,1:00:00 PM,15.21,27.78,35.04,1498.8
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,9,2022-07-09,1:30:00 PM,15.54,27.75,35.28,1499.84
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,9,2022-07-09,2:00:00 PM,15.79,27.72,35.44,1500.58
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,9,2022-07-09,2:30:00 PM,15.82,27.72,35.47,1500.68
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,9,2022-07-09,3:00:00 PM,15.6,27.8,35.38,1500.09
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,9,2022-07-09,3:30:00 PM,15.67,27.77,35.4,1500.25
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,9,2022-07-09,4:00:00 PM,15.67,27.77,35.4,1500.25
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,9,2022-07-09,4:30:00 PM,15.73,27.75,35.42,1500.42
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,9,2022-07-09,5:00:00 PM,15.91,27.75,35.57,1500.99
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,9,2022-07-09,5:30:00 PM,16.12,27.72,35.71,1501.63
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,9,2022-07-09,6:00:00 PM,16.12,27.67,35.65,1501.58
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,9,2022-07-09,6:30:00 PM,16.12,27.67,35.65,1501.58
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,9,2022-07-09,7:00:00 PM,16.12,27.67,35.65,1501.58
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,9,2022-07-09,7:30:00 PM,16.18,27.67,35.7,1501.77
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,9,2022-07-09,8:00:00 PM,16.18,27.67,35.7,1501.77
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,9,2022-07-09,8:30:00 PM,16.24,27.67,35.75,1501.96
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,9,2022-07-09,9:00:00 PM,16.24,27.67,35.75,1501.96
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,9,2022-07-09,9:30:00 PM,16.24,27.65,35.72,1501.93
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,9,2022-07-09,10:00:00 PM,16.24,27.63,35.7,1501.9
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,9,2022-07-09,10:30:00 PM,16.27,27.6,35.69,1501.97
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,9,2022-07-09,11:00:00 PM,16.18,27.58,35.59,1501.66
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,9,2022-07-09,11:30:00 PM,15.97,27.56,35.4,1500.96
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,10,2022-07-10,12:00:00 AM,15.85,27.49,35.22,1500.5
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,10,2022-07-10,12:30:00 AM,15.79,27.49,35.17,1500.31
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,10,2022-07-10,1:00:00 AM,15.73,27.47,35.1,1500.09
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,10,2022-07-10,1:30:00 AM,15.73,27.4,35.02,1500
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,10,2022-07-10,2:00:00 AM,15.7,27.42,35.02,1499.94
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,10,2022-07-10,2:30:00 AM,15.67,27.42,35,1499.84
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,10,2022-07-10,3:00:00 AM,15.67,27.42,35,1499.84
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,10,2022-07-10,3:30:00 AM,15.67,27.4,34.97,1499.81
DST CT,S11834,Alberton,9,B,9,46.7368,63.971,2022,7,10,2022-07-10,4:00:00 AM,15.67,27.42,35,1499.84
