"recorder","serial.number","site","site.depth.m","surface.bottom","log.depth.m","latitude","longitude","year","month","day","date","time","temperature","salinity.psu","conduct.ms.cm","sound.velocity.m.sec"
"Star-Oddi DST CT","S11840","Fortune, P.E.I.",9,"B",9,46.30181,62.33591,2022,7,1,2022-07-01,"08:00:00 PM",18.21,0.93,1.59,1477.1
"Star-Oddi DST CT","S11840","Fortune, P.E.I.",9,"B",9,46.30181,62.33591,2022,7,1,2022-07-01,"08:30:00 PM",18.21,0.93,1.59,1477.1
"Star-Oddi DST CT","S11840","Fortune, P.E.I.",9,"B",9,46.30181,62.33591,2022,7,1,2022-07-01,"09:00:00 PM",18.18,0.93,1.59,1477
"Star-Oddi DST CT","S11840","Fortune, P.E.I.",9,"B",9,46.30181,62.33591,2022,7,1,2022-07-01,"09:30:00 PM",18.18,0.93,1.59,1477
"Star-Oddi DST CT","S11840","Fortune, P.E.I.",9,"B",9,46.30181,62.33591,2022,7,1,2022-07-01,"10:00:00 PM",18.18,0.93,1.59,1477
"Star-Oddi DST CT","S11840","Fortune, P.E.I.",9,"B",9,46.30181,62.33591,2022,7,1,2022-07-01,"10:30:00 PM",18.18,0.93,1.59,1477
"Star-Oddi DST CT","S11840","Fortune, P.E.I.",9,"B",9,46.30181,62.33591,2022,7,1,2022-07-01,"11:00:00 PM",18.15,0.93,1.59,1476.9
"Star-Oddi DST CT","S11840","Fortune, P.E.I.",9,"B",9,46.30181,62.33591,2022,7,1,2022-07-01,"11:30:00 PM",18.15,0.93,1.59,1476.9
"Star-Oddi DST CT","S11840","Fortune, P.E.I.",9,"B",9,46.30181,62.33591,2022,7,1,2022-07-01,"12:00:00 AM",18.12,0.93,1.59,1476.81
"Star-Oddi DST CT","S11840","Fortune, P.E.I.",9,"B",9,46.30181,62.33591,2022,7,1,2022-07-01,"12:30:00 AM",18.12,0.93,1.59,1476.81
"Star-Oddi DST CT","S11840","Fortune, P.E.I.",9,"B",9,46.30181,62.33591,2022,7,1,2022-07-01,"01:00:00 AM",18.09,0.93,1.59,1476.71
"Star-Oddi DST CT","S11840","Fortune, P.E.I.",9,"B",9,46.30181,62.33591,2022,7,1,2022-07-01,"01:30:00 AM",18.06,0.93,1.59,1476.62
"Star-Oddi DST CT","S11840","Fortune, P.E.I.",9,"B",9,46.30181,62.33591,2022,7,1,2022-07-01,"02:00:00 AM",18.06,0.93,1.59,1476.62
"Star-Oddi DST CT","S11840","Fortune, P.E.I.",9,"B",9,46.30181,62.33591,2022,7,1,2022-07-01,"02:30:00 AM",18.03,0.97,1.64,1476.56
"Star-Oddi DST CT","S11840","Fortune, P.E.I.",9,"B",9,46.30181,62.33591,2022,7,1,2022-07-01,"03:00:00 AM",18.03,0.97,1.64,1476.56
"Star-Oddi DST CT","S11840","Fortune, P.E.I.",9,"B",9,46.30181,62.33591,2022,7,1,2022-07-01,"03:30:00 AM",18,0.97,1.64,1476.46
"Star-Oddi DST CT","S11840","Fortune, P.E.I.",9,"B",9,46.30181,62.33591,2022,7,1,2022-07-01,"04:00:00 AM",18,0.97,1.64,1476.46
"Star-Oddi DST CT","S11840","Fortune, P.E.I.",9,"B",9,46.30181,62.33591,2022,7,1,2022-07-01,"04:30:00 AM",18,0.97,1.64,1476.46
"Star-Oddi DST CT","S11840","Fortune, P.E.I.",9,"B",9,46.30181,62.33591,2022,7,1,2022-07-01,"05:00:00 AM",18.03,0.97,1.64,1476.56
"Star-Oddi DST CT","S11840","Fortune, P.E.I.",9,"B",9,46.30181,62.33591,2022,7,1,2022-07-01,"05:30:00 AM",18.03,0.97,1.64,1476.56
"Star-Oddi DST CT","S11840","Fortune, P.E.I.",9,"B",9,46.30181,62.33591,2022,7,1,2022-07-01,"06:00:00 AM",18.06,0.93,1.59,1476.62
"Star-Oddi DST CT","S11840","Fortune, P.E.I.",9,"B",9,46.30181,62.33591,2022,7,1,2022-07-01,"06:30:00 AM",18.18,0.93,1.59,1477
"Star-Oddi DST CT","S11840","Fortune, P.E.I.",9,"B",9,46.30181,62.33591,2022,7,1,2022-07-01,"07:00:00 AM",18.24,0.93,1.59,1477.19
"Star-Oddi DST CT","S11840","Fortune, P.E.I.",9,"B",9,46.30181,62.33591,2022,7,1,2022-07-01,"07:30:00 AM",18.27,0.9,1.53,1477.25
"Star-Oddi DST CT","S11840","Fortune, P.E.I.",9,"B",9,46.30181,62.33591,2022,7,1,2022-07-01,"08:00:00 AM",18.3,0.89,1.53,1477.35
"Star-Oddi DST CT","S11840","Fortune, P.E.I.",9,"B",9,46.30181,62.33591,2022,7,1,2022-07-01,"08:30:00 AM",18.3,0.89,1.53,1477.35
"Star-Oddi DST CT","S11840","Fortune, P.E.I.",9,"B",9,46.30181,62.33591,2022,7,1,2022-07-01,"09:00:00 AM",18.3,0.89,1.53,1477.35
"Star-Oddi DST CT","S11840","Fortune, P.E.I.",9,"B",9,46.30181,62.33591,2022,7,1,2022-07-01,"09:30:00 AM",18.36,0.89,1.53,1477.54
"Star-Oddi DST CT","S11840","Fortune, P.E.I.",9,"B",9,46.30181,62.33591,2022,7,1,2022-07-01,"10:00:00 AM",18.44,0.89,1.53,1477.83
"Star-Oddi DST CT","S11840","Fortune, P.E.I.",9,"B",9,46.30181,62.33591,2022,7,1,2022-07-01,"10:30:00 AM",18.5,0.86,1.48,1477.98
"Star-Oddi DST CT","S11840","Fortune, P.E.I.",9,"B",9,46.30181,62.33591,2022,7,1,2022-07-01,"11:00:00 AM",18.53,0.86,1.48,1478.08
"Star-Oddi DST CT","S11840","Fortune, P.E.I.",9,"B",9,46.30181,62.33591,2022,7,1,2022-07-01,"11:30:00 AM",18.56,0.86,1.48,1478.17
"Star-Oddi DST CT","S11840","Fortune, P.E.I.",9,"B",9,46.30181,62.33591,2022,7,1,2022-07-01,"12:00:00 PM",18.59,0.86,1.48,1478.27
"Star-Oddi DST CT","S11840","Fortune, P.E.I.",9,"B",9,46.30181,62.33591,2022,7,1,2022-07-01,"12:30:00 PM",18.59,0.86,1.48,1478.27
"Star-Oddi DST CT","S11840","Fortune, P.E.I.",9,"B",9,46.30181,62.33591,2022,7,1,2022-07-01,"01:00:00 PM",18.62,0.86,1.48,1478.36
"Star-Oddi DST CT","S11840","Fortune, P.E.I.",9,"B",9,46.30181,62.33591,2022,7,1,2022-07-01,"01:30:00 PM",18.68,0.82,1.43,1478.51
"Star-Oddi DST CT","S11840","Fortune, P.E.I.",9,"B",9,46.30181,62.33591,2022,7,1,2022-07-01,"02:00:00 PM",18.71,0.82,1.43,1478.61
"Star-Oddi DST CT","S11840","Fortune, P.E.I.",9,"B",9,46.30181,62.33591,2022,7,1,2022-07-01,"02:30:00 PM",18.71,0.82,1.43,1478.61
"Star-Oddi DST CT","S11840","Fortune, P.E.I.",9,"B",9,46.30181,62.33591,2022,7,1,2022-07-01,"03:00:00 PM",18.71,0.82,1.43,1478.61
"Star-Oddi DST CT","S11840","Fortune, P.E.I.",9,"B",9,46.30181,62.33591,2022,7,1,2022-07-01,"03:30:00 PM",18.71,0.82,1.43,1478.61
"Star-Oddi DST CT","S11840","Fortune, P.E.I.",9,"B",9,46.30181,62.33591,2022,7,1,2022-07-01,"04:00:00 PM",18.71,0.82,1.43,1478.61
"Star-Oddi DST CT","S11840","Fortune, P.E.I.",9,"B",9,46.30181,62.33591,2022,7,1,2022-07-01,"04:30:00 PM",18.68,0.82,1.43,1478.51
